Br.Br
C.C.C.C.C.C.C.C.C.C.C.C.C.C
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.CC.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CCC(C)(C)O.O
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C1CCOC1.C1CCOC1.C1CCOC1.OC(O)CC(C1CCCCC1)C(CC(O)O)C1CCCCC1.OC(O)CC(C1CCCCC1)C(CC(O)O)C1CCCCC1.OC(O)CC(C1CCCCC1)C(CC(O)O)C1CCCCC1
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.O
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.CC
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.CC.CO.CO
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.O
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C1CCC1.CC.CCCC
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.CO.CO.CO.CO.CO.CO.CO
C.C.C.C.C.C.C.C.C.C.C.C.C.C.C1CCCC1.C1CCCC1
C.C.C.C.C.C.C.C.C.C.C.C.C.C.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCN1CC(C)N(C)C1.CCN1CC(C)N(C)C1C.N.N.NN.NN
C.C.C.C.C.C.C.C.C.C.C.C.C.C.CC1CCCC1.CC1CCCC1
C.C.C.C.C.C.C.C.C.C.C.C.C.CC(C)NC(NC(C)C)(NC(C)(C)C)N1C2C34C1C21C3N(C2(N3C(C)CC3(C)C)N3C56CC3(C5)N62)C41
C.C.C.C.C.C.C.C.C.C.C.C.C.CC.CC1(C)C2CCOC34C(C5OC(CC67OC6(CC1O2)C7(C)C)C5(C)C)C3C4(C)C
C.C.C.C.C.C.C.C.C.C.C.C.C1CC23C4C1CC15CC1C51C5CC67C(C8C9C(CC86C6CC68CC87)C9C67CC6C76C7CC2(C4C76)C2C4C6C3C642)C51.CC(C)(C)C.CC(C)(C)C
C.C.C.C.C.C.C.C.C.C.C.C.C1CCC1
C.C.C.C.C.C.C.C.C.C.C.C.C1CCCC1
C.C.C.C.C.C.C.C.C.C.C.C.C1CCCC1.C1CCCC1.C1CCCCC1.C1CCCCC1
C.C.C.C.C.C.C.C.C.C.C.C.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCN1CC(C)N(C)C1.CCN1CC(C)N(C)C1C.N.N.NN.NN
C.C.C.C.C.C.C.C.C.C.C.C.CC.CC.CN(C)CCN(C)C.CN(C)CCN(C)C.Cl
C.C.C.C.C.C.C.C.C.C.C.C.CC1CCCC(CC(O)(C2CCCCC2)C2CCCCC2)N1
C.C.C.C.C.C.C.C.C.C.C.C.CO
C.C.C.C.C.C.C.C.C.C.C.C.CO.CO.CO.CO.CO.CO.CO.CO
C.C.C.C.C.C.C.C.C.C.C.C.CO.CO.CO.CO.CO.CO.OCCO
C.C.C.C.C.C.C.C.C.C.C.C.N
C.C.C.C.C.C.C.C.C.C.C.C.N.N
C.C.C.C.C.C.C.C.C.C.C.C.N.N.N
C.C.C.C.C.C.C.C.C.C.C.CC(C)(C)C.CC(C)(C)C.CC12CC1C13CC4C5C4C1C1C4C(C6C2C163)C41C2CC21CC1CCC23C1C1C4C(CC12C1C2C6C3C621)C41C2C5C21C
C.C.C.C.C.C.C.C.C.C.C.CC1CCCC1.CCC
C.C.C.C.C.C.C.C.C.C.C.CCCCCC1(C)C23CC4C5CC26C2C7OC8C9N%10C%11C(OC%12C(C)CC%13C%14(C)CCC%15(C%16%17CC(C(CC%16C%12(C%13%17)N%12C%13COC%16CC%17C(C(C)(C)C(C)(C)C)CC%16C%10%16CCC%10CC%18%19C%10C%16OC%10C%18(C(C)C%16CC%10%18N2C%182CC(CC%10C2OC2C(CC%18CC2%12C%13C(C2C%12C%13%20CC%21(CC%21C2%12%13)C%17%20)C2(C)CC%18(C)C2)C2(CC2(C)C)C%10(C)C)C(C)(C)CC%16(C)C)C%19C)O5)C2C4C2(C)C)CC%14C%15)C2(CC24CC4)CC2(C45CCC(C)(CC4)C5)C(CC84C5C8%10CCC4(C8)C5%10C7CC163)C%1192
C.C.C.C.C.C.C.C.C.C.C.CN(C)CC1CCCCC1P(C)C.CN(C)CC1CCCCC1P(C)C1CCCCC1CN(C)C
C.C.C.C.C.C.C.C.C.C.C.N
C.C.C.C.C.C.C.C.C.C.C1CCC2CCCCC2C1
C.C.C.C.C.C.C.C.C.C.CC(C)(C)C.CC(C)(C)C.CCC12C3CC4CC5C6C4C4C(CC7C4CC74C(C)C47C4CC89C(C%10C(CC%11C%12C8C%11%129)CC8(CC%108)C89CC8C569)C47)C1C32
C.C.C.C.C.C.C.C.C.C.CC(C)(C)C.CC1(C)CC1.CCC12CCC1C13CC4C5C1C1C(CCC13C2)CC12CC1C21C2CC36CC7(C)CC7C37CC3C(C7C6C21)C3C12CC1C452
C.C.C.C.C.C.C.C.C.C.CC(C)(C)O.CC(C)(O)O.CCC(C)(O)O.O.O
C.C.C.C.C.C.C.C.C.C.CC.N[PH](CP1(N)(C2CCCCC2)C2CC3CCC2C2CCC3C1C2)(C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.C.C.C.C.CCCC1CCCCC1C
C.C.C.C.C.C.C.C.C.C.N
C.C.C.C.C.C.C.C.C.C.N.N.N
C.C.C.C.C.C.C.C.C.C.O.O.O.O.O.O.P.P
C.C.C.C.C.C.C.C.C.C.O.O.O.O.O.OP.P
C.C.C.C.C.C.C.C.C.C1CCCC1
C.C.C.C.C.C.C.C.C.C1CCOC1.C1CCOC1.C1CCOC1.C1CCOC1.CC(C)N.CC(N)CN1CC(N)C1.Cl
C.C.C.C.C.C.C.C.C.C1CCOC1.C1CCOC1.C1CCOC1.C1CCOC1.CC(N)CN1CC(N)CCC(N)C1.Cl
C.C.C.C.C.C.C.C.C.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.O.O.O.O
C.C.C.C.C.C.C.C.C.CC(C)NC(N)NC(C)C
C.C.C.C.C.C.C.C.C.CC(C)NC(NCCCNC(NC(C)C)(NC(C)(C)C)NC(C)(C)C)(NC(C)C)NC(C)(C)C
C.C.C.C.C.C.C.C.C.CC(C)[PH](N)(NCCN(CCN[PH](N)(C(C)C)C(C)C)CCN[PH](N)(C(C)C)C(C)C)C(C)C
C.C.C.C.C.C.C.C.C.CC.CC.CC(C)(C)C1CCNC(C2CC(C(C)(C)C)CC(C)(C3CC(C(C)(C)C)CCN3)N2)C1
C.C.C.C.C.C.C.C.C.CC1CC(C)C(C)C1C
C.C.C.C.C.C.C.C.C.CC1CCCC(CC(O)(C2CCCCC2)C2CCCCC2)N1
C.C.C.C.C.C.C.C.C.CCC.COC1C(C)CCCC1PC
C.C.C.C.C.C.C.C.C.CNC
C.C.C.C.C.C.C.C.C.CNC1C(C)CCCC1C
C.C.C.C.C.C.C.C.C.CO
C.C.C.C.C.C.C.C.C.CP.O.O.O.O.O.O.P
C.C.C.C.C.C.C.C.C.CPO.O.O.O.O.O.P
C.C.C.C.C.C.C.C.C.CPO.O.O.O.O.OP
C.C.C.C.C.C.C.C.C.N
C.C.C.C.C.C.C.C.C.NC1CCCCC1CN(CC1CCCCC1N)CC1CCCCC1N
C.C.C.C.C.C.C.C.C.O
C.C.C.C.C.C.C.C.C1CCCC1.C1CCCC1
C.C.C.C.C.C.C.C.C1CCCC1.C1CCCCC1.C1CCCCC1.C1CCCCC1.CCC
C.C.C.C.C.C.C.C.C1CCCC1.CCCC
C.C.C.C.C.C.C.C.C1CCCCC1.C1CCCCC1.C1CCCCC1.CC1CCCC1.CCC
C.C.C.C.C.C.C.C.C1CCOC1.C1CCOC1
C.C.C.C.C.C.C.C.C1CCOC1.C1CCOC1.CC1CC(C)NN1.CC1CC(C)NN1.N.N
C.C.C.C.C.C.C.C.CC(C)(C)C1CCCC1.CC(C)(C)C1CCCC1
C.C.C.C.C.C.C.C.CC(C)NC(N)NC(C)C
C.C.C.C.C.C.C.C.CC(C)NC(NC(C)(C)C)(NC(C)(C)C)N1C2C34C1C21C3N(C(NC(C)C)(NC(C)(C)C)NC(C)(C)C)C41
C.C.C.C.C.C.C.C.CC.CC(C)NC(NCCCNC(NC(C)C)(NC(C)C)NC(C)(C)C)(NC(C)C)NC(C)(C)C
C.C.C.C.C.C.C.C.CC.CC.CC.CNN[PH](NCCN(CCN[PH](NNC)(C(C)C)C(C)C)CCN[PH](NNC)(C(C)C)C(C)C)(C(C)C)C(C)C
C.C.C.C.C.C.C.C.CC.CC.COC1CCCCC1PC
C.C.C.C.C.C.C.C.CC1CC(C(C)(C)C)NN1.CC1CC(C(C)(C)C)NN1.CC1CC(C(C)(C)C)NN1
C.C.C.C.C.C.C.C.CC1NC(C)C(C)C1C
C.C.C.C.C.C.C.C.CCC.N
C.C.C.C.C.C.C.C.CCCC1N2C3CC(C3)N1P134NP25(N1)N1C2CN5C(C)(C)CC(C)(C)N3C2C1N4C12CC(C)(C1)C2.CCCC1N2C3CC(C3)N1P134N[PH]2(N)N1C12CC(C)(C1)N2C(CC)CN3C1(C)CC(C)(C)N14
C.C.C.C.C.C.C.C.CCCCCC
C.C.C.C.C.C.C.C.CO.CPO.O.O.O.OP
C.C.C.C.C.C.C.C.N
C.C.C.C.C.C.C.C.N.N
C.C.C.C.C.C.C.CC(C)(O)O.CCC(C)(C)O.CCCC(O)(O)CC.O.O
C.C.C.C.C.C.C.CC(C)NC(NC(C)C)N1C2C34C1C21C3N(C(NC(C)C)(NC(C)(C)C)NC(C)(C)C)C41
C.C.C.C.C.C.C.CC(C)NC(NC(C)C)N1C2C3C(NC(NC(C)C)(NC(C)(C)C)NC(C)(C)C)C2C31
C.C.C.C.C.C.C.CC(S)S.N
C.C.C.C.C.C.C.CC.CC(C)NC(NC(C)C)N1C2C34C1C21C3N(C(NC(C)C)NC(C)C)C41
C.C.C.C.C.C.C.CC.CC(C)NC(NCCCNC(NC(C)C)(NC(C)(C)C)NC(C)(C)C)(NC(C)C)NC(C)(C)C
C.C.C.C.C.C.C.CC.CC(C1CCCCC1)C1(C)C2C3C4CC5C36CC3CC1(C46)C352
C.C.C.C.C.C.C.CC.CCC.NC(NCCCNC(N)C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.C.CC.N
C.C.C.C.C.C.C.CC.NC(NC1CCCCC1)NC1CCCCC1
C.C.C.C.C.C.C.CC.NC(NCCCNC(N)C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.C.CC1(C)CN(C(C)(C)C)N1
C.C.C.C.C.C.C.CCC
C.C.C.C.C.C.C.CCC1CC1(C)C1CC(C(C)(C)C)CC(C(C2CC(C(C)(C)C)CC(C(C)(C)C)C2OCCNC(O)C2CCCC(C3NNC(C4CCCCC4)C(C4CCCCC4)N3)N2)C2CC(C(C)(C)C)CC(C(C)(C)C)C2OCCNC(O)C2CCCC(C3NNC(C4CCCCC4)C(C4CCCCC4)N3)N2)C1OCCNC(O)C1CCCC(C2NNC(C3CCCCC3)C(C3CCCCC3)N2)N1
C.C.C.C.C.C.C.CCCC(C)NC(NCCCNC(NC(C)C)(NC(C)(C)C)NC(C)(C)C)(NC(C)C)NC(C)(C)C
C.C.C.C.C.C.C.CCCCC.NC(NCCCNC(N)C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.C.CN(CCO)CCO
C.C.C.C.C.C.C.N
C.C.C.C.C.C.C1CC2C3C45C6C7C(CCC8C9C%10%11C%12C%13C(CCC%14C%15C%16%17C%18C(C1C1%19C%20%21C%16C1(C%18%17%20)C%14%21%19)P1%14%16NP%17%18%19OP%17%20(NP%15%17%21OP%13%17(NP%13%15%17OP%13%22(NP9%13%23OP7%13(NP79%13OP7(NP31(O%14)O%16)(O9)C1C3C79C%14C%16%24C37C%143C%167C1CCC1C%13C%13%14C%16C%22C(CCC%22C%15C%15%25C%26C%20C(CCC(C9%18)C%2437)C37C9%18C%15C3(C%26%259)C%22%187)C37C9%15C%13C3(C%16%149)C1%157)O%23)O%17)O%21)O%19)C13C79C%10C1(C%12%117)C893)C13C78C4C1(C657)C283.C1CC2CC34CC5CC6C37C1C64C257.C1CC2CC34CC5CC6C37C1C64C257.C1CC2CC34CC5CC6C37C1C64C257.C1CC2CC34CC5CC6C37C1C64C257.C1CC2CC34CC5CC6C37C1C64C257.C1CC2CC34CC5CC6C37C1C64C257
C.C.C.C.C.C.C1CCC(C2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.O.O.O
C.C.C.C.C.C.C1CCC(C2Cp3[pH]p3CC2C2CCCCC2)CC1.C1CCOC1.C1CCOC1.C1CCOC1
C.C.C.C.C.C.C1CCC(NC(NC2CCCCC2)C2C(C3CCCCC3)C(C3CCCCC3)CC(NC3CCCCC3)N2C2CCCCC2)CC1
C.C.C.C.C.C.C1CCC(NCNC2CCCCC2)CC1.CC
C.C.C.C.C.C.C1CCC2C(C1)CC1CCCCC12
C.C.C.C.C.C.C1CCC2C(C1)CCC2CCC1CCC2CCCCC21
C.C.C.C.C.C.C1CCC2CCCC2C1
C.C.C.C.C.C.C1CCCC1
C.C.C.C.C.C.C1CCCCC1.C1CCCCC1.C1CCCCC1.CO.CO.CO
C.C.C.C.C.C.C1CCCCC1.C1CCCCC1.C1CCCCC1.N
C.C.C.C.C.C.C1CCCCC1.C1CCCCC1.CCC.CCC
C.C.C.C.C.C.C1CCCCCCC1
C.C.C.C.C.C.C1CCOC1.C1CCOC1.CN(C)CCN(CC1CC(C(C)(C)C)CC(C(C)(C)C)C1O)CC1CC(C(C)(C)C)CC(C(C)(C)C)C1O.CN(C)CCN(CC1CC(C(C)(C)C)CC(C(C)(C)C)C1O)CC1CC(C(C)(C)C)CC(C(C)(C)C)C1O
C.C.C.C.C.C.C1CCOC1.CC.CC(C)(C)O.Cl
C.C.C.C.C.C.C1CCOC1.NC(CC(N)C1CCC(C2CCCCC2)CC1)C1CCC(C2CCCCC2)CC1
C.C.C.C.C.C.C1CCOC1.NC(CC(N)C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.C1CCPC1
C.C.C.C.C.C.C1CNCCNCCN1.CC1CC(C)CC(N)C1.CC1CC(C)CC(N)C1.CC1CC(C)CC(N)C1
C.C.C.C.C.C.C1CNCCNCCN1.NC1CCCCC1.NC1CCCCC1.NC1CCCCC1
C.C.C.C.C.C.CC
C.C.C.C.C.C.CC(C)(C)C(N)CC1CCCC(CC(N)C(C)(C)C)N1
C.C.C.C.C.C.CC(C)(C)C(O)CC(O)C(C)(C)C
C.C.C.C.C.C.CC(C)(C)C1CC(C(C)(C)C)C(O)C([PH](NCCNCCN[PH](C2CCCCC2)(C2CCCCC2)C2CC(C(C)(C)C)CC(C(C)(C)C)C2O)(C2CCCCC2)C2CCCCC2)C1
C.C.C.C.C.C.CC(C)(C)C1CC(C(C)(C)C)NN1
C.C.C.C.C.C.CC(C)(C)C1CC(C(NC2CCCC3CCCNC32)C2CCC3CCCC(NC(C4CC(C(C)(C)C)CC(C(C)(C)C)C4O)C(NC4CCCC5CCCNC54)C4CC(C(C)(C)C)CC(C(C)(C)C)C4O)C3N2)C(O)C(C(C)(C)C)C1.COCCOC
C.C.C.C.C.C.CC(C)(C)C1CC(CN(CC2CCCCC2)CC2CC(C(C)(C)C)CC(C(C)(C)C)C2O)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.CC(C)(C)C1CC(CN(CCN(CC2CC(C(C)(C)C)(C(C)(C)C)CC(C(C)(C)C)C2O)CC2C(O)C3(CC4(C2O)C(C)(C)C25CC24C5)C2(C)CC3(C)C2)CC2CC(C(C)(C)C)CC(C(C)(C)C)C2O)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.CC(C)(C)C1CC(CN2CCCC2C(O)(C2CCCCC2)C2CCCCC2)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.CC(C)(C)C1CC(CN2CCN(CC3CC(C(C)(C)C)CC(C(C)(C)C)C3O)CC2)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.CC(C)(C)C1CC(CNC2CCCCC2N(CC2CC(C(C)(C)C)CC(C(C)(C)C)C2O)CC2CC(C(C)(C)C)CC(C(C)(C)C)C2O)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.CC(C)(C)C1CC(CNC2CCCCC2OC2CCCCC2NCC2CC(C(C)(C)C)CC(C(C)(C)C)C2O)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.CC(C)(C)C1CCC(C(N)CC(N)C2CCC(C(C)(C)C)CC2)CC1
C.C.C.C.C.C.CC(C)(C)CC(C)(C)C12CC3C45CC36C4CCC13C5C2C63N(O)C(C)(C)C.CN(CC1CCC(C(C)(C)C)CC1N(O)C(C)(C)C)CC1CCC(C(C)(C)C)CC1N(O)C(C)(C)C
C.C.C.C.C.C.CC(C)(C)N
C.C.C.C.C.C.CC(C)(C)NC1CC(C2CCCCC2)C(C2CCCCC2)C1
C.C.C.C.C.C.CC(C)(C)NCC(NC(C)(C)C)C(O)(C1CCCCC1)C1CCCCC1.CC(C)(C)NCC(NC(C)(C)C)C(O)(C1CCCCC1)C1CCCCC1.CC1C2CCCOCC12
C.C.C.C.C.C.CC(C)(C)NP1N(C2(C)CC2)P(NC(C)(C)C)N1C1(C)CC1
C.C.C.C.C.C.CC(C)(C)O.CC(C)(C)O.CC(C)(C)O.O
C.C.C.C.C.C.CC(C)(C1CCCC1)C1CCCC1
C.C.C.C.C.C.CC(C)(O)C(C)(C)O.CC(C1CCCCC1)C(CCC1CCCCN1)C1CCCCC1
C.C.C.C.C.C.CC(C)C(C)C
C.C.C.C.C.C.CC(C)C.CC(C)C.CC(C)C.NCCN(CCN)CCN
C.C.C.C.C.C.CC(C)C1CCCC(C(C)C)C1NCC1CCC2CCCC(O)C2N1.N
C.C.C.C.C.C.CC(C)CC(C)C.N
C.C.C.C.C.C.CC(C)NC(N)NC(C)C
C.C.C.C.C.C.CC(C)NC(NC(C)C)(NC(C)(C)C)NC(C)(C)C
C.C.C.C.C.C.CC(C)NC(NC(C)C)N(C(C)(C)C)C(C)(C)C
C.C.C.C.C.C.CC(C1CC(C)N1C)N(CC1CC(C(C)(C)C)CC(C(C)(C)C)C1O)CC1CC(C(C)(C)C)CC(C(C)(C)C)C1O
C.C.C.C.C.C.CC(C1CCCCC1)C(C)C1CCCCC1
C.C.C.C.C.C.CC(C1CCCCC1)C(CC(O)C(C)(C)C)C1CCCCC1
C.C.C.C.C.C.CC(C1CCCCC1)C(CCC1CCCCN1)C1CCCCC1
C.C.C.C.C.C.CC(C1CCCCC1)C(CCC1NCCCC1Br)C1CCCCC1
C.C.C.C.C.C.CC(CC(C)NC1C(C(C)C)CCCC1C(C)C)NC1CC(C(C)(C)C)CC(C(C)(C)C)C1O.CC(CC(C)NC1C(C(C)C)CCCC1C(C)C)NC1CC(C(C)(C)C)CC(C(C)(C)C)C1O.CC12CC3C1COCC32
C.C.C.C.C.C.CC(N)C(C)(C)C
C.C.C.C.C.C.CC.CC(C)NCNC(C)C
C.C.C.C.C.C.CC.CC.CC
C.C.C.C.C.C.CC.CN(C)CCN(C)C.CN(C)CCN(C)C.Cl
C.C.C.C.C.C.CC.CNC1C(C)CCCC1C
C.C.C.C.C.C.CC.COPO.CP.O.O.O.O
C.C.C.C.C.C.CC.N
C.C.C.C.C.C.CC.N.N
C.C.C.C.C.C.CC1CC(C)CC(C2CCCC(C3CC(C)CC(C)C3)C2N)C1.N
C.C.C.C.C.C.CC1CCC(C(C)C(CCC2CCCCN2)C2CCC(C)CC2)CC1
C.C.C.C.C.C.CC1CCC(C(N)CC(N)C23CC4CC(CC(C4)C2)C3)CC1
C.C.C.C.C.C.CC1CCCC(CC(O)(C2CCCCC2)C2CCCCC2)N1
C.C.C.C.C.C.CC1CCCC1
C.C.C.C.C.C.CC1CCCNC1CCC(C1CCCCC1)C(C)C1CCCCC1
C.C.C.C.C.C.CC1CCNC(CCC(C2CCCCC2)C(C)C2CCCCC2)C1
C.C.C.C.C.C.CC1CPCC1C
C.C.C.C.C.C.CCC
C.C.C.C.C.C.CCC(C)(C)NC(N)NC(C)C
C.C.C.C.C.C.CCC(C1CC(C(C)(C)C)CC(C(C)(C)C)C1)(C1CC(C(C)(C)C)CC(C(C)(C)C)C1)C1CC(C(C)(C)C)CC(C(C)(C)C)(C(C)(C)C)C1
C.C.C.C.C.C.CCCC
C.C.C.C.C.C.CCCC1CC2(C3CC(NC4CCCCC4)(NC4CCCCC4OC)CC3C3CCCCC3)CCCCC12
C.C.C.C.C.C.CCCCC
C.C.C.C.C.C.CN(C)[PH](O)(N(C)C)N(C)C
C.C.C.C.C.C.CO
C.C.C.C.C.C.COC1C(C)CCCC1PC
C.C.C.C.C.C.COC1CC(C(C)(C)C)C(O)C(C(C)(C)C)C1
C.C.C.C.C.C.COC1CCC(C(N)N)CC1
C.C.C.C.C.C.COC1CCCCC1C(C1CC(C(C)(C)C)CC(C(C)(C)C)C1O)C1CC(C(C)(C)C)CC(C(C)(C)C)C1O
C.C.C.C.C.C.COC1CCCCC1PC
C.C.C.C.C.C.COC1CCCNC1CCC(C1CCCCC1)C(C)C1CCCCC1
C.C.C.C.C.C.CP(C)C
C.C.C.C.C.C.CP(C)CP(C)C.CP(C)CP(C)C
C.C.C.C.C.C.CPC1CCCCC1C(C)N(C)C
C.C.C.C.C.C.CPC1CCCCC1CN(C)C
C.C.C.C.C.C.CPC1CCCCC1N(C)C
C.C.C.C.C.C.F.F.F.NC(N)C1C(C(F)(F)F)CC(C(F)(F)F)CC1C(F)(F)F
C.C.C.C.C.C.FC1C(F)(F)CC2(F)C3NC(S)(S)NC24C(F)C(F)(F)CC(F)(C4F)C13F
C.C.C.C.C.C.N
C.C.C.C.C.C.NC(C1CCCCC1)N1C2C34C1C21C3N(C(N)C2CCCCC2)C41
C.C.C.C.C.C.NC(C1CCCCC1)N1CC23C1C1C2N(C(N)C2CCCCC2)C13
C.C.C.C.C.C.NC(C1CCCCC1)N1CCCN(C(N)C2CCCCC2)CCC1
C.C.C.C.C.C.NC(CC(N)C1CCC(C2CCCCC2)CC1)C1CCC(C2CCCCC2)CC1
C.C.C.C.C.C.NC(CC(N)C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.NC(CC1(N)C2CC3CC(C2)C2CCCC3C21)C1CCCCC1
C.C.C.C.C.C.NC(CC1(N)C2CC3CCC2C2CCC3C1C2)C1CCCCC1
C.C.C.C.C.C.NC(N)C1CCCCC1
C.C.C.C.C.C.NC(NC1C2C(NC(N)C3CCCCC3)C12)C1CCCCC1
C.C.C.C.C.C.NC(NC1CC(NC(N)C2CCCCC2)C1)C1CCCCC1
C.C.C.C.C.C.NC(NC1CCCCC1)NC1CCCCC1
C.C.C.C.C.C.NC(NCCCNC(N)C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.NC1CCCC2CCCC(NC(N)C3CCCCC3)C12
C.C.C.C.C.C.NC1CCCCC1NC1CCCCC1N
C.C.C.C.C.C.NSN
C.C.C.C.C.C.N[PH](CC1CCCC([PH](N)(C2CCCCC2)C2CCCCC2)N1)(C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.N[PH](C[PH](N)(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.N[PH](N)(C1CCCCC1)C1CCCCC1
C.C.C.C.C.C.OC(O)CC(O)O
C.C.C.C.C.C.OCCN(CCO)CCO
C.C.C.C.C.C.P
C.C.C.C.C.C1CCCCCCC1.CN(C)C1CCCCC1.CN(C)C1CCCCC1
C.C.C.C.C.C1CCOC1.C1CCOC1.CC(NC1C(C(C)C)CCCC1C(C)C)NC1C(C(C)C)CCCC1C(C)C.N
C.C.C.C.C.C1CCOC1.CC(NC1C(C(C)C)CCCC1C(C)C)NC1C(C(C)C)CCCC1C(C)C.N
C.C.C.C.C.CC
C.C.C.C.C.CC(C)(C)C(O)CC(O)C(C)(C)C
C.C.C.C.C.CC(C)(C)C.CCCC(C)C(C)(C)C
C.C.C.C.C.CC(C)(C)C1CC(C(C)(C)C)C(P)C(C(C)(C)C)C1.CC1CC(C)C(C)C1C
C.C.C.C.C.CC(C)(C)C1CC(C(NC2CCCC3CCCNC32)C2CCC3CCCC(NCC4CC5(CC(C(C)(C)C)C4O)C4(C)CC5(C)C4)C3N2)C(O)C(C(C)(C)C)C1
C.C.C.C.C.CC(C)(C)C1CC(CN2CCN(CC3CC(C(C)(C)C)CC(C(C)(C)C)C3O)CCN(CC3CC(C(C)(C)C)CC(C(C)(C)C)C3O)CC2)C(O)C(C(C)(C)C)C1
C.C.C.C.C.CC(C)(C)N
C.C.C.C.C.CC(C)(C)O.CC(C)(C)O.CCC1(O)CC1.O
C.C.C.C.C.CC(C)C1CCCC(C(C)C)C1NCCNC1C(C(C)C)CCCC12CCC2C
